observation_type,domain,dataset_instance,var_name,var_label,var_def,pct_public,keep_previous,keep
area-level,"Social, Economic, and Services Environment",wescores_v1.0,CNSWAH1,Labor Force Women’s achievement with health care indictors ,"The variable captures factors related to employment, marriage, and health care indicators. This score includes four variables: 1) % of women in the labor force, 2) % women 15-17 married among the female 15-17 population, 3) % women 25 to 49 with a pap test in the last 3 years, and 4) % women 50 to 79 with a mammogram in the last 2 years. For the construction of the score, we reverse coded the marriage indicator so higher score values signify higher achievements. A higher value indicates higher achievement. This score is available in Argentina, Brazil, Chile, and Mexico. Women's achievement scores were derived from a principle components analysis.",100,1,
area-level,"Social, Economic, and Services Environment",wescores_v1.0,CNSWAH2,Education Women’s achievement excluding countries without health care data,"the variable captures factors related to women’s education standardized only to the countries where health care indicators are available. It includes 2 indicators: 1) % women ages 25+ with at least high school education, 2) % women ages 25+ with at least university education. This version uses the same variables as the Woman’s Achievements score 2 (CNSWA2L1AD) with the only difference being that this version creates Z scores for the score components using only the countries with health care data (Argentina, Brazil, Chile, and Mexico). This variable is created by standardizing education variables to the distribution of the L1ADs with health care measures available. Women's achievement scores were derived from a principle components analysis.",100,1,
area-level,"Social, Economic, and Services Environment",wescores_v1.0,CNSWE1,Women’s empowerment score 1- Labor force participation,"The variable refers to women’s participation in the labor force depicting some aspect of women’s socio-economic position.  Since it includes the relation of female to male in educational attainment and in labor force participation, it is also accounting for gender inequalities in education and labor market that have been described as relevant in low- and middle-income countries.It includes the following indicators: ratio female/ male in population aged 25 and over with high school level or above; ratio female/ male in population aged 25 or above with complete university or above; labor force participation among women; and ratio female/male in labor force participation. Higher score values signify greater participation of women in labor force and greater education of women relative to men. Women's empowerment scores were derived from a principle components analysis.",100,1,
area-level,"Social, Economic, and Services Environment",wescores_v1.0,CNSWE2,Women’s empowerment score 1 -Educational attainment,This variable refers to the level of educational attainment among women and was used as a measure of differences within women. It includes: % female population with at least complete high school among female population aged 25 years or above; and % of female population with complete university or above among female population aged 25 years or above. Higher score values signify greater education achievement among women. Women's empowerment scores were derived from a principle components analysis.,100,1,
record-level,Identifier,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_ISO2,Country Code (ISO-2),A 2-letter Country Code using International Standard Organizations (ISO),0,0,
record-level,Identifier,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_MATCHQUALITYMA,L1MA to L1AD Match Quality,L1MA (metropolitan area) and L1AD (SALURBAL administrative area definition) are not always the exact same definition. A match quality code was created to indicate the level of match.,0,0,
record-level,Identifier,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_MATCHQUALITYMB,L1MB to L1AD Match Quality,L1MB (alternate metropolitan area) and L1AD (SALURBAL administrative area definition) are not always the exact same definition. A match quality code was created to indicate the level of match.,0,0,
record-level,Identifier,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SALID0,SALURBAL Country ID,A 3-digit SALURBAL Country ID number as defined in the city selection.,0,0,
record-level,Identifier,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SALID1,SALURBAL Level 1AD ID,A 6-digit SALURBAL Level 1 AD ID number as defined in the the city selection.,0,0,
record-level,Identifier,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SALID2,SALURBAL Level 2 ID,An 8-digit SALURBAL Level 2 ID number as defined in the the city selection.,0,0,
record-level,Identifier,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SALID25,SALURBAL Level 2.5 ID,A 13-digit SALURBAL Level 2.5 ID number as defined in the the city selection.,0,0,
record-level,Identifier,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SALID3,SALURBAL Level 3 ID,"A 13-digit SALURBAL Level 3 ID number as defined in the the city selection. Level 3 is available in Colombia (2005, 2010, 2015) and Mexico (2012, 2016).",0,0,
record-level,Identifier,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SALMAID1,SALURBAL Level 1MA ID,A 7-digit SALURBAL Level 1 MA ID number as defined in the the city selection.,0,0,
record-level,Identifier,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SALMBID1,SALURBAL Level 1MB ID,A 7-digit SALURBAL Level 1 MB ID number as defined in the the city selection.,0,0,
record-level,Identifier,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SALSVYHHID,Household ID,A 13-digit randomly generated individual household ID number. This can be used to cluster household members.,0,0,
record-level,Demographics,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYAFRODEC,Afro-descent Status,Afro-decent as characterized by race.,0,0,
record-level,Demographics,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYAGE,Age in Years,Age in years with range 18-97. We chose to use an age cut-off of 97 as an upper bound for con-sistency across all countries.,0,0,
record-level,Demographics,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYAGECAT,Age Categories (10-year),Age categories in 10-year age groups.,0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYATTWEAPON,Weapon Attack (12 months),"Somebody attacked you with knife, firearm, or other weapon in past 12 months.",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYBEAT,Beaten (12 months),Did someone beat you in past 12 months?,0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYBINGE1,Binge Drinking V1 (30 days),A respondent is classified as reporting binge drinking if they had 4 or more alcoholic beverages during one occasion at least once in the past 30 days (for females) or if they had 5 or more alco-holic beverages during one occasion at least once in the past 30 days (for men). This version is referred to as binge drinking version 1 (V1).,0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYBINGE2,Binge Drinking V2 (30 days),Binge drinking is defined as drinking 5 or more alcoholic beverages on one occasion at least once during the past 30 days. This uses the same definition for both males and females. This version is referred to as binge drinking version 2 (V2).,0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYBINGE3,Binge Drinking V3 (15 days),Binge drinking is defined as someone who drank 5 or more alcoholic beverages on one occasion at least once in the past 15 days. This uses the same definition for both males and females. This version is referred to as binge drinking version 3 (V3).,0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYBINGE4,Binge Drinking V4 (30 days),Binge drinking version 4 is defined as having had 3 or more alcoholic beverages on one occa-sion at least once in the past 30 days (for women) or 4 or more alcoholic beverages on one oc-casion at least once in the past 30 days (for men).  This version is referred to as binge drinking version 4 (V4).,0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYBIT,Bitten (12 months),Somebody bit you in past 12 months.,0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYBMI,Body Mass Index (Measured),Body mass index in kg/m2 (continuous numeric value) was calculated using the harmonized measured height and weight.,0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYBMICAT,BMI Categories (WHO),BMI classification for BMI calculated from measured height and weight. This was classified based on WHO guidelines.,0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYBMICATSELF,BMI Categories (Self-reported),BMI classification for BMI calculated from self-reported height and weight. This was classified based on WHO guidelines.,0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYBMISELF,BMI (Self-reported),Body mass index in kg/m2 (continuous numeric value) was calculated using the harmonized self-reported height and weight.,0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYBURN,Burned (12 months),Somebody burned you in past 12 months.,0,0,
